Marital_status,Application_mode,Application_order,Daytime_evening_attendance,Previous_qualification_grade,Mothers_qualification,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Status
divorced,39,1,daytime,133.1,38,108.0,no,yes,no,female,no,33,7,7,7,12.857142857142858,0,7,8,6,12.666666666666666,0,1
married,1,4,daytime,143.0,38,128.7,yes,no,yes,female,no,18,7,10,7,14.455000000000002,0,8,8,8,13.91,0,1
single,1,1,daytime,142.0,1,128.0,no,no,yes,female,yes,18,6,8,6,14.0,0,6,7,6,13.285714285714286,0,1
single,1,3,daytime,150.0,19,146.5,yes,no,yes,female,yes,20,6,6,6,13.5,0,6,7,6,12.666666666666666,0,1
single,1,2,daytime,112.0,37,106.1,yes,no,no,female,no,20,6,0,0,0.0,0,6,0,0,0.0,0,0
single,17,2,evening,133.1,19,118.0,no,no,yes,female,yes,20,6,6,6,11.666666666666666,0,6,12,5,14.0,0,1
single,17,1,daytime,125.0,1,117.0,yes,no,yes,female,yes,19,5,6,4,12.0,0,5,8,5,13.333333333333334,1,1
single,1,3,daytime,121.0,38,115.4,yes,no,yes,female,yes,19,6,7,6,11.714285714285714,0,6,6,6,11.833333333333334,0,1
single,17,3,daytime,133.1,41,117.0,yes,no,yes,female,no,21,6,8,6,12.666666666666666,0,6,7,6,12.428571428571429,0,1
single,39,1,daytime,133.1,3,144.9,yes,no,yes,female,no,26,6,11,3,11.75,0,6,19,4,12.8,0,1
single,17,1,daytime,135.0,37,127.0,no,no,yes,female,no,21,6,0,0,0.0,0,6,0,0,0.0,0,0
single,1,4,daytime,132.0,19,118.0,yes,no,yes,female,no,18,8,8,7,12.328571428571427,0,8,8,7,12.328571428571427,0,1
facto union,39,1,daytime,133.1,37,118.0,no,no,yes,female,no,27,7,14,6,11.666666666666666,0,7,10,1,10.0,0,0
single,43,1,daytime,135.0,1,126.4,yes,no,yes,female,yes,20,12,12,12,13.25,0,12,12,11,12.727272727272728,0,1
single,43,1,daytime,110.0,19,110.0,no,no,yes,female,no,21,6,8,5,11.833333333333334,0,6,8,4,13.25,2,1
single,17,1,daytime,133.0,38,124.4,yes,no,yes,female,yes,18,7,7,7,13.3,0,8,8,8,15.125,0,1
single,44,1,daytime,140.0,1,140.0,yes,no,yes,female,no,20,6,13,6,12.555555555555555,0,6,11,5,11.8,0,1
single,1,1,daytime,135.0,1,129.4,yes,no,yes,female,no,18,6,6,6,12.833333333333334,0,6,7,6,12.166666666666666,0,1
single,44,1,daytime,140.0,1,141.7,no,no,yes,female,yes,20,6,6,6,12.833333333333334,0,6,6,6,12.833333333333334,0,1
single,1,2,daytime,144.0,1,132.1,yes,no,yes,female,yes,19,5,10,3,12.666666666666666,1,5,7,3,13.0,0,1
single,1,5,daytime,122.0,37,116.8,yes,no,yes,female,no,20,7,8,6,13.271428571428572,0,8,8,7,14.471428571428572,0,1
single,1,1,evening,143.0,19,135.0,no,no,yes,female,yes,20,5,5,5,12.4,0,5,6,5,12.833333333333334,0,1
single,44,1,daytime,150.0,38,150.0,no,no,yes,female,no,20,5,10,2,14.5,1,5,7,4,11.25,0,1
single,1,3,daytime,124.0,19,116.0,yes,yes,yes,female,no,19,6,7,0,0.0,0,5,5,0,0.0,0,0
single,1,1,daytime,156.0,3,155.0,no,no,yes,female,no,18,6,7,6,14.285714285714286,0,6,8,6,13.25,0,1
single,1,1,daytime,142.0,38,127.0,yes,no,yes,female,no,18,5,7,3,12.333333333333334,0,5,9,5,12.6,0,1
single,17,1,daytime,142.0,38,130.8,yes,no,yes,female,yes,19,7,10,6,12.583333333333334,0,8,8,7,12.671428571428573,0,1
single,1,6,daytime,126.0,12,121.8,yes,no,yes,female,no,19,7,8,6,13.731666666666667,0,8,10,7,13.771428571428572,0,0
single,39,1,daytime,133.1,37,140.0,no,no,yes,male,no,43,6,8,6,12.875,0,6,14,5,12.142857142857142,0,1
married,42,1,daytime,170.0,37,148.5,no,no,yes,male,no,47,10,14,8,14.625,0,7,7,5,13.4,0,0
single,42,1,daytime,130.0,34,109.8,yes,no,no,male,no,23,3,3,0,0.0,0,2,2,0,0.0,0,0
single,1,1,daytime,133.0,19,119.7,yes,yes,yes,female,yes,19,6,8,6,12.666666666666666,0,6,7,6,12.666666666666666,0,1
single,42,1,daytime,122.0,3,122.0,yes,no,yes,female,no,20,8,11,6,12.491666666666667,0,8,11,6,12.491666666666667,0,1
single,1,1,daytime,138.0,1,147.5,yes,no,yes,female,yes,19,12,12,12,13.666666666666666,0,11,12,11,14.166666666666666,0,1
single,17,1,daytime,163.0,37,150.8,yes,no,yes,female,no,19,6,13,6,16.0,0,6,8,6,14.5,0,1
single,44,1,daytime,150.0,19,150.0,yes,no,yes,female,no,19,6,8,6,14.142857142857142,0,6,7,6,13.0,0,1
single,39,1,evening,133.1,19,131.5,no,yes,yes,female,yes,39,6,9,6,11.833333333333334,0,6,9,4,13.75,0,1
single,1,1,daytime,144.0,1,127.2,yes,no,yes,female,yes,20,6,6,6,12.666666666666666,0,6,8,6,13.0,0,1
single,17,1,daytime,118.0,38,111.0,yes,no,yes,female,no,21,6,6,6,12.5,0,6,6,6,12.666666666666666,0,1
single,43,5,daytime,101.0,37,119.9,yes,yes,no,female,no,22,11,16,9,10.88888888888889,0,10,20,4,11.25,1,1
single,1,2,daytime,133.0,19,133.7,yes,no,yes,female,no,19,6,11,1,13.0,0,5,10,0,0.0,0,0
single,17,1,daytime,133.1,1,140.0,yes,no,yes,female,no,22,6,6,6,15.166666666666666,0,6,6,6,16.0,0,1
single,5,2,daytime,124.0,19,113.9,yes,no,yes,female,yes,19,6,8,6,12.666666666666666,0,6,7,6,12.0,0,1
single,1,1,daytime,127.0,37,120.7,yes,yes,yes,male,no,18,0,0,0,0.0,0,0,0,0,0.0,0,0
facto union,39,1,daytime,133.1,19,119.8,no,no,yes,male,no,26,5,9,5,12.0,0,5,5,5,10.2,0,1
single,39,1,evening,110.0,37,121.8,no,no,no,male,no,36,5,5,0,0.0,0,5,5,0,0.0,0,0
single,18,1,daytime,110.0,19,117.7,yes,yes,yes,male,yes,20,0,0,0,0.0,0,0,0,0,0.0,0,1
married,39,1,daytime,160.0,37,110.0,no,no,yes,male,no,30,5,8,2,11.0,0,5,6,4,11.5,0,0
single,43,1,daytime,120.0,1,134.4,no,no,yes,male,no,24,6,7,6,15.714285714285714,0,6,10,6,15.9,0,0
single,1,1,daytime,133.1,34,125.3,no,no,yes,male,no,26,15,15,11,10.818181818181818,0,14,15,11,11.636363636363637,1,0
single,1,1,daytime,132.0,19,119.1,no,no,no,male,no,19,5,16,1,12.0,0,5,6,0,0.0,0,0
facto union,39,1,daytime,130.0,19,146.0,no,no,yes,male,no,34,6,8,5,12.6,0,6,11,4,11.25,0,1
single,43,1,daytime,130.0,1,130.0,yes,no,yes,male,no,33,5,12,1,13.0,2,5,7,3,14.0,0,1
single,17,6,daytime,129.0,19,122.0,yes,no,yes,male,no,19,5,8,5,11.6,1,5,10,4,10.75,0,1
single,17,5,daytime,130.0,19,118.1,yes,yes,no,male,no,26,5,11,1,10.0,0,5,14,1,11.0,0,0
single,39,1,daytime,140.0,38,105.2,no,no,yes,male,no,29,6,7,1,14.0,0,6,6,0,0.0,0,0
single,17,5,daytime,131.0,19,123.3,yes,no,yes,male,yes,19,5,9,5,12.6,0,5,8,2,12.5,0,0
single,17,1,daytime,129.0,1,124.8,yes,no,yes,male,no,18,0,0,0,0.0,0,0,0,0,0.0,0,0
single,39,1,evening,133.1,19,149.4,no,no,no,male,no,29,5,11,2,11.333333333333334,0,5,9,1,12.0,0,0
single,43,1,daytime,112.0,37,108.5,no,no,yes,male,no,21,6,6,6,12.666666666666666,0,6,7,5,11.4,0,1
single,17,1,daytime,119.0,1,125.0,no,no,yes,male,no,19,6,7,5,10.8,0,6,10,2,10.5,0,1
single,1,1,daytime,133.1,38,101.0,no,no,yes,male,no,20,7,14,5,12.87857142857143,0,8,15,7,11.85625,0,1
single,1,1,daytime,123.0,3,112.9,no,no,yes,male,no,18,5,5,0,0.0,0,5,5,0,0.0,0,0
single,17,3,daytime,131.0,38,120.2,yes,no,yes,male,no,18,6,6,6,12.833333333333334,0,6,8,5,11.4,0,1
single,1,1,daytime,120.0,34,111.6,no,yes,yes,male,yes,21,5,5,5,12.6,0,5,9,3,12.833333333333334,0,1
single,1,1,daytime,125.0,1,134.1,yes,no,yes,male,no,20,5,0,0,0.0,0,5,0,0,0.0,0,0
single,39,1,daytime,133.1,37,101.6,no,no,yes,male,yes,30,5,11,0,0.0,0,5,5,0,0.0,0,0
single,18,2,daytime,121.0,37,111.9,yes,no,yes,male,no,19,6,6,6,14.166666666666666,0,6,6,6,14.0,0,1
single,51,1,daytime,148.0,1,118.4,yes,no,yes,male,no,30,5,7,5,13.4,0,5,7,4,13.25,0,0
single,1,1,daytime,139.0,38,127.1,yes,no,yes,male,yes,22,5,8,5,11.2,0,5,13,4,11.25,0,1
single,17,3,daytime,125.0,37,120.5,yes,no,yes,male,no,22,0,0,0,0.0,0,0,0,0,0.0,0,1
single,17,4,daytime,128.0,1,136.1,yes,yes,no,male,no,19,6,6,6,12.666666666666666,0,6,8,5,11.8,0,0
single,17,2,daytime,132.0,1,124.0,yes,no,yes,male,no,21,5,7,3,12.333333333333334,0,5,5,4,11.25,0,0
single,17,4,daytime,137.0,38,141.6,no,no,yes,male,no,21,5,7,4,12.25,0,5,7,5,12.0,0,1
single,44,1,daytime,160.0,19,160.0,yes,yes,yes,male,yes,21,0,0,0,0.0,0,0,0,0,0.0,0,0
single,39,1,daytime,120.0,1,110.0,no,no,yes,male,no,27,5,13,3,10.75,0,5,9,3,10.333333333333334,0,0
single,43,1,daytime,134.0,37,100.0,yes,no,yes,male,no,32,7,7,0,0.0,0,7,8,0,0.0,0,0
single,39,1,daytime,133.1,37,120.0,no,yes,no,male,no,40,6,13,0,0.0,0,6,6,0,0.0,0,0
single,1,2,daytime,116.0,37,124.8,yes,no,yes,male,no,20,5,9,2,14.333333333333334,0,5,10,2,12.5,0,1
single,44,1,daytime,140.0,4,140.0,yes,no,yes,male,no,20,5,8,2,11.5,0,5,13,2,11.5,0,0
single,1,3,daytime,140.0,37,124.3,yes,no,yes,male,no,18,0,0,0,0.0,0,0,0,0,0.0,0,1
single,43,1,daytime,122.0,1,118.9,no,no,yes,male,no,21,5,11,2,10.5,0,5,13,0,0.0,0,0
single,17,1,daytime,141.0,19,130.2,no,no,yes,male,no,18,6,6,6,13.5,0,6,0,0,0.0,0,0
single,44,1,daytime,120.0,1,120.0,no,no,yes,male,no,19,6,17,1,11.0,0,6,19,0,0.0,0,1
facto union,7,1,daytime,140.0,37,140.0,no,no,no,male,no,30,6,6,1,10.0,0,6,6,0,0.0,0,0
single,39,1,daytime,133.1,19,130.0,no,no,yes,male,no,29,6,17,0,0.0,2,6,8,0,0.0,0,0
single,17,2,daytime,137.0,1,130.4,yes,yes,yes,male,no,18,5,10,1,12.0,0,5,7,3,10.666666666666666,2,0
single,1,2,daytime,122.0,1,116.1,yes,no,yes,male,yes,18,5,6,4,12.25,0,5,5,5,12.2,0,0
single,44,1,daytime,130.0,1,130.0,no,no,yes,male,no,22,10,21,5,11.4,1,7,13,6,11.666666666666666,0,0
single,43,2,evening,140.0,37,124.3,yes,no,no,male,no,27,5,5,0,0.0,0,5,5,0,0.0,0,0
single,17,6,daytime,125.0,38,125.0,yes,no,yes,male,no,20,6,8,4,14.25,0,6,10,5,14.0,0,1
single,51,1,evening,110.0,19,110.0,no,no,yes,male,no,42,12,12,11,14.454545454545457,0,11,11,10,14.2,0,1
single,1,1,daytime,133.1,38,115.0,no,yes,yes,male,no,21,12,13,12,14.538461538461538,0,12,14,12,14.461538461538462,0,1
single,43,1,daytime,132.0,1,129.6,no,no,yes,male,no,23,7,10,6,12.733333333333334,0,8,10,7,11.95,0,1
single,51,1,daytime,122.0,38,128.8,yes,no,yes,male,no,21,12,13,5,13.2,0,12,12,4,13.5,0,0
single,1,3,daytime,155.0,4,144.2,yes,no,yes,male,no,19,0,0,0,0.0,0,0,0,0,0.0,0,1
married,39,1,daytime,120.0,37,134.0,no,no,yes,male,yes,40,6,7,6,12.333333333333334,0,6,10,4,12.75,0,0
single,43,1,daytime,129.0,19,112.0,no,no,yes,male,no,22,9,9,5,11.2,0,9,14,7,11.25,2,0
single,1,2,daytime,144.0,38,128.8,yes,no,yes,male,no,19,7,7,6,13.2,0,7,7,6,13.2,0,1
single,39,1,daytime,130.0,19,134.0,no,no,yes,male,yes,24,5,8,5,11.833333333333334,0,5,8,4,14.0,0,1
single,1,1,daytime,133.1,3,125.0,no,no,yes,male,no,21,6,10,5,11.333333333333334,0,6,14,2,11.5,0,1
single,17,4,daytime,133.0,3,123.2,yes,no,yes,male,no,18,5,5,5,13.6,0,5,6,5,14.6,0,1
single,17,3,daytime,131.0,37,118.4,no,no,yes,male,no,18,5,10,0,0.0,0,5,10,2,11.5,4,0
single,51,1,daytime,133.1,3,116.2,no,no,yes,male,no,24,6,11,5,12.857142857142858,0,6,12,5,13.666666666666666,0,0
single,39,1,daytime,133.1,37,123.0,no,no,yes,male,yes,28,5,16,3,14.333333333333334,0,5,9,5,12.428571428571429,0,1
single,17,1,daytime,118.0,19,113.5,yes,no,yes,female,yes,19,6,9,5,13.5,0,6,6,6,14.0,0,1
single,51,1,daytime,120.0,3,125.0,no,no,yes,female,no,28,6,8,6,14.428571428571429,0,6,12,4,15.6,0,1
single,17,3,daytime,133.1,12,134.8,yes,no,yes,female,no,18,6,12,0,0.0,0,6,12,0,0.0,0,0
single,1,1,daytime,145.0,3,149.9,yes,no,no,female,no,19,0,0,0,0.0,0,0,0,0,0.0,0,1
single,1,1,daytime,125.0,1,119.8,yes,no,yes,female,yes,19,8,8,8,12.82875,0,8,8,8,12.82875,0,1
single,43,1,daytime,125.0,39,125.0,yes,no,yes,female,no,21,5,6,0,0.0,5,5,6,4,13.75,1,1
single,1,3,daytime,148.0,1,135.1,yes,yes,yes,female,no,18,7,0,0,0.0,0,8,0,0,0.0,0,0
single,1,4,daytime,139.0,3,138.3,yes,no,yes,female,no,19,6,6,6,14.666666666666666,0,6,6,6,13.166666666666666,0,1
single,17,2,daytime,130.0,38,122.5,yes,no,yes,female,no,19,8,8,7,13.937142857142858,0,8,8,7,13.937142857142858,0,1
single,1,1,daytime,148.0,3,148.0,yes,no,yes,female,no,20,12,12,10,14.7,0,12,12,12,14.583333333333334,0,1
single,1,2,daytime,130.0,1,126.2,yes,no,yes,female,no,18,6,6,6,11.666666666666666,0,6,6,5,12.2,0,1
single,43,4,daytime,134.0,37,129.8,yes,no,yes,female,no,20,7,7,6,14.85,0,7,7,6,14.85,0,1
single,39,1,daytime,133.1,19,104.0,no,no,yes,female,no,26,5,11,1,12.0,1,5,12,0,0.0,4,0
single,18,4,daytime,137.0,3,126.7,yes,no,yes,female,no,18,7,8,7,13.6875,0,8,9,8,15.622222222222222,0,0
single,39,1,evening,130.0,37,120.0,no,no,yes,female,no,58,6,14,5,12.4,0,6,10,5,11.6,0,1
single,1,2,daytime,137.0,1,124.6,no,no,yes,female,no,18,7,10,7,13.398,0,8,8,8,13.5425,0,1
single,44,1,daytime,130.0,1,130.0,yes,no,yes,female,no,20,6,13,5,11.8,0,6,19,4,12.0,0,1
single,17,1,evening,140.0,38,127.3,no,no,yes,female,no,20,5,0,0,0.0,0,5,0,0,0.0,0,0
single,2,1,daytime,150.0,37,122.0,yes,no,yes,female,no,29,15,19,13,11.76923076923077,0,14,17,14,11.928571428571429,0,1
single,7,1,daytime,130.0,1,125.1,no,yes,no,female,no,27,6,8,0,0.0,0,5,6,0,0.0,0,0
single,1,1,daytime,133.1,19,110.0,yes,no,yes,female,yes,21,6,8,6,13.285714285714286,0,6,11,6,13.0,0,1
single,1,1,daytime,134.0,1,129.8,no,no,yes,female,yes,20,6,6,6,11.666666666666666,0,6,8,6,11.166666666666666,0,1
single,17,1,daytime,125.0,19,114.9,no,no,yes,female,yes,19,6,13,6,11.5,0,6,9,5,12.2,0,1
single,1,1,daytime,141.0,37,125.6,yes,no,yes,female,yes,22,7,9,6,13.081666666666669,0,8,12,6,13.15,0,1
single,18,3,daytime,138.0,38,125.1,yes,no,yes,female,yes,19,6,6,6,12.666666666666666,0,6,6,6,13.0,0,1
single,17,1,daytime,116.0,37,115.7,yes,yes,no,female,no,19,6,6,3,11.333333333333334,0,6,6,0,0.0,0,0
single,1,3,daytime,122.0,3,112.6,yes,no,yes,female,no,23,6,8,5,13.6,0,6,8,5,11.6,0,1
single,1,3,daytime,131.0,1,127.2,yes,no,yes,female,yes,18,6,6,6,13.166666666666666,0,6,7,5,13.2,0,0
single,44,1,daytime,140.0,1,140.0,no,no,yes,female,no,19,6,0,0,0.0,0,6,0,0,0.0,0,0
single,44,1,daytime,140.0,1,140.0,yes,no,yes,female,no,20,6,10,5,11.666666666666666,0,6,7,5,12.6,0,1
single,1,4,daytime,127.0,1,120.4,yes,no,yes,female,yes,19,6,6,6,13.5,0,6,7,6,13.428571428571429,0,1
single,39,1,daytime,133.1,37,100.0,yes,yes,no,female,yes,26,6,7,0,0.0,0,6,6,0,0.0,0,0
single,1,1,daytime,117.0,1,113.5,yes,no,yes,female,yes,18,6,6,6,13.166666666666666,0,6,7,6,14.142857142857142,0,1
single,1,1,daytime,150.0,37,132.1,yes,yes,yes,female,no,29,5,11,4,12.5,2,5,11,2,12.5,0,0
single,44,1,daytime,160.0,3,160.0,yes,no,no,female,no,20,6,10,6,13.375,0,6,10,6,13.0,0,1
single,1,1,daytime,128.0,19,126.3,yes,no,yes,female,no,19,6,6,6,13.166666666666666,0,6,6,6,12.666666666666666,0,1
single,44,1,daytime,160.0,1,160.0,yes,no,yes,female,no,23,6,12,4,13.4,0,6,17,2,13.5,0,1
single,43,1,daytime,126.0,2,100.0,no,no,yes,female,no,25,7,10,3,13.0,0,8,10,3,11.666666666666666,4,1
single,18,1,daytime,135.0,3,125.8,yes,no,yes,female,no,18,8,8,7,13.154285714285717,0,8,8,7,13.154285714285717,0,1
single,1,3,daytime,139.0,1,142.2,yes,no,yes,female,yes,19,6,6,6,12.833333333333334,0,6,6,6,12.833333333333334,0,1
single,17,2,daytime,125.0,1,119.4,yes,no,yes,female,no,18,7,10,7,12.142857142857142,0,7,7,7,13.142857142857142,0,1
single,1,2,daytime,106.0,1,106.4,yes,no,yes,female,yes,19,7,9,5,13.34,0,7,9,6,12.385714285714286,0,1
single,7,1,evening,120.0,37,120.0,no,no,yes,female,no,36,10,15,4,13.0,0,9,10,4,13.75,0,0
single,44,1,daytime,150.0,1,150.0,no,no,yes,male,yes,20,6,18,3,12.0,0,6,17,3,11.666666666666666,0,1
single,17,2,daytime,130.0,1,148.6,yes,no,yes,male,no,20,0,0,0,0.0,0,0,0,0,0.0,0,0
single,1,1,daytime,116.0,38,108.7,yes,no,yes,male,no,18,6,9,5,11.0,0,6,12,0,0.0,0,0
single,44,1,daytime,130.0,3,130.0,no,no,yes,male,no,19,6,8,5,11.5,0,6,11,6,11.333333333333334,0,1
single,17,1,daytime,140.0,1,124.6,yes,yes,no,male,no,20,9,9,3,13.333333333333334,0,6,6,2,12.5,0,0
single,1,2,daytime,134.0,19,131.0,yes,no,yes,male,no,18,7,9,7,14.594444444444443,0,8,10,8,13.472,0,1
single,44,1,daytime,130.0,3,130.0,yes,yes,yes,male,no,20,6,9,4,11.0,0,6,13,3,10.666666666666666,0,0
single,18,1,daytime,122.0,19,116.1,yes,yes,no,male,no,24,5,8,0,0.0,0,5,5,0,0.0,0,0
single,17,1,daytime,128.0,19,125.6,yes,no,yes,male,no,19,6,6,0,0.0,0,6,0,0,0.0,0,0
single,17,1,daytime,130.0,19,121.3,yes,no,yes,male,no,18,5,9,1,12.0,0,5,10,2,12.0,3,0
single,1,3,daytime,113.0,4,107.4,yes,no,yes,male,no,18,5,8,5,14.0,0,5,6,5,13.2,0,1
single,1,1,daytime,126.0,1,116.9,no,no,yes,male,no,18,6,8,6,13.571428571428571,0,6,7,5,11.8,0,1
single,43,2,daytime,135.0,3,123.5,yes,no,yes,male,no,22,6,12,0,0.0,0,6,6,0,0.0,0,0
single,1,1,daytime,141.0,19,130.5,no,no,yes,male,no,19,6,8,6,14.25,0,6,7,6,13.857142857142858,0,1
married,39,1,daytime,133.1,1,140.0,yes,yes,no,female,no,32,6,7,0,0.0,0,6,6,0,0.0,0,0
single,17,1,daytime,133.1,34,117.1,yes,no,yes,female,yes,21,6,12,0,0.0,0,6,12,0,0.0,0,0
single,18,1,daytime,144.0,37,127.5,yes,no,yes,female,yes,19,8,8,7,13.542857142857144,0,8,8,7,13.542857142857144,0,1
divorced,43,1,evening,140.0,38,126.0,no,no,yes,female,yes,39,9,9,9,13.11111111111111,0,7,10,7,11.714285714285714,0,1
single,43,1,evening,100.0,34,113.0,yes,no,yes,female,no,30,9,11,9,12.666666666666666,0,7,7,7,12.142857142857142,0,1
single,1,1,daytime,135.0,1,130.1,yes,no,yes,female,no,18,5,10,4,10.75,1,5,13,2,10.0,0,0
married,43,1,evening,130.0,37,110.0,yes,no,yes,female,no,38,10,14,4,10.75,0,10,10,2,10.0,0,0
single,1,3,daytime,147.0,34,135.8,yes,no,yes,female,no,20,6,6,6,13.666666666666666,0,6,6,6,13.333333333333334,0,1
single,39,1,evening,149.0,34,126.3,no,no,yes,female,no,55,6,6,6,13.833333333333334,0,6,6,6,12.833333333333334,0,1
divorced,27,1,daytime,130.0,34,130.0,no,no,yes,female,no,53,18,18,17,13.176470588235292,0,18,18,16,13.0,0,0
married,39,1,evening,120.0,34,104.0,no,no,yes,female,no,54,6,8,4,12.75,0,6,12,5,12.6,0,0
single,43,1,daytime,125.0,37,123.6,yes,no,yes,female,yes,18,7,8,5,12.86,0,7,8,5,12.86,0,1
single,39,1,evening,133.1,37,121.0,no,yes,no,female,no,44,8,12,4,12.0,2,7,9,4,12.0,2,0
single,43,1,daytime,149.0,37,130.5,yes,no,yes,female,no,28,11,11,9,11.666666666666666,0,11,13,9,12.555555555555555,0,1
single,7,1,evening,180.0,19,180.0,no,no,yes,female,no,37,14,14,14,16.5,0,11,11,11,16.90909090909091,0,1
single,43,1,daytime,110.0,14,112.5,yes,no,yes,female,no,20,10,14,9,12.333333333333334,0,7,10,7,11.77777777777778,0,1
single,1,3,daytime,131.0,19,126.1,yes,no,yes,female,no,18,7,8,7,12.59125,0,8,11,7,12.820000000000002,0,1
single,1,1,daytime,117.0,19,111.8,yes,no,yes,male,no,19,6,9,4,11.5,0,6,12,3,11.0,0,0
single,17,1,daytime,120.0,38,131.4,yes,no,yes,male,yes,23,18,19,18,11.894736842105264,0,13,13,13,12.923076923076923,0,1
single,17,1,daytime,160.0,19,144.3,no,no,yes,male,no,22,6,0,0,0.0,0,6,0,0,0.0,0,0
single,39,1,daytime,100.0,3,115.0,no,no,no,male,no,24,6,0,0,0.0,0,6,0,0,0.0,0,0
single,44,1,daytime,140.0,4,120.0,yes,no,yes,male,no,22,6,13,5,13.0,0,6,13,2,11.5,0,1
single,39,1,daytime,160.0,1,168.6,no,no,yes,male,no,26,6,9,0,0.0,0,6,6,0,0.0,0,0
single,17,6,daytime,141.0,37,127.7,yes,no,yes,male,no,18,6,6,6,15.166666666666666,0,6,6,6,14.833333333333334,0,1
single,44,1,daytime,130.0,38,150.0,no,no,yes,male,no,24,6,8,4,11.75,0,6,8,2,13.5,0,0
single,1,1,daytime,142.0,1,129.8,yes,no,yes,male,no,18,5,5,0,0.0,0,5,6,1,15.0,0,1
single,1,1,daytime,130.0,1,135.6,yes,no,yes,male,no,26,0,0,0,0.0,0,0,0,0,0.0,0,0
single,39,1,daytime,133.1,37,100.0,no,no,yes,male,no,27,6,11,3,11.333333333333334,0,6,10,3,14.75,0,0
single,44,1,daytime,140.0,37,140.0,yes,no,yes,male,yes,20,6,10,5,12.6,0,6,6,5,13.2,0,1
single,1,1,daytime,129.0,12,124.1,yes,no,yes,male,no,19,5,10,0,0.0,0,5,10,1,14.0,3,0
single,1,1,daytime,148.0,38,131.6,no,no,yes,male,yes,18,6,8,6,15.5,0,6,9,4,15.5,0,0
single,1,3,daytime,143.0,1,129.0,yes,no,yes,male,no,18,8,8,7,12.365714285714288,0,8,8,7,12.365714285714288,0,1
single,17,1,daytime,128.0,37,135.7,yes,no,yes,male,no,19,6,7,5,13.2,0,6,10,5,13.25,0,1
single,43,1,daytime,100.0,37,108.0,yes,no,yes,male,no,34,12,12,7,11.428571428571429,0,12,12,7,11.857142857142858,0,1
single,1,1,daytime,116.0,38,110.8,yes,no,yes,male,no,19,6,0,0,0.0,0,6,0,0,0.0,0,0
single,1,1,daytime,128.0,1,124.5,no,no,yes,male,yes,19,6,10,4,14.0,0,6,9,6,12.333333333333334,0,1
married,39,1,daytime,120.0,2,100.0,no,no,yes,male,no,30,12,12,3,12.0,0,12,16,5,11.8,0,0
single,43,1,daytime,121.0,1,123.8,no,no,no,male,no,22,4,4,0,0.0,4,5,8,3,12.0,0,0
single,17,1,daytime,137.0,3,131.4,no,no,no,male,no,19,5,13,4,10.0,0,5,7,3,11.333333333333334,0,0
single,1,1,daytime,115.0,38,118.5,no,no,yes,male,no,21,5,9,1,10.0,0,5,10,1,10.0,0,0
single,1,2,daytime,129.0,37,122.0,yes,no,no,male,no,22,0,0,0,0.0,0,0,0,0,0.0,0,0
single,1,1,daytime,125.0,37,122.9,no,no,yes,male,yes,19,6,7,6,11.166666666666666,0,6,12,3,11.666666666666666,0,1
single,1,1,daytime,125.0,19,118.7,no,no,yes,male,no,20,6,12,4,11.75,0,6,13,3,11.333333333333334,0,1
single,39,1,daytime,133.1,3,100.0,yes,no,yes,male,no,35,6,13,3,11.75,0,6,10,0,0.0,0,0
single,16,2,daytime,131.0,37,135.9,yes,no,yes,male,no,20,5,8,1,10.0,0,5,7,1,11.0,0,0
single,1,1,daytime,133.1,6,138.4,no,no,yes,male,no,21,5,8,3,14.0,0,5,5,5,12.8,0,1
single,39,1,daytime,133.1,34,128.2,no,yes,no,male,no,27,5,5,0,0.0,0,5,5,0,0.0,0,0
single,43,1,daytime,114.0,37,107.4,yes,no,no,male,no,26,6,12,3,12.0,0,6,15,0,0.0,0,0
single,17,1,daytime,127.0,1,129.8,no,no,no,male,no,20,6,10,0,0.0,0,5,10,0,0.0,0,0
single,39,1,daytime,130.0,37,100.0,no,yes,no,male,no,28,10,19,8,11.88888888888889,0,8,17,5,11.6,1,0
single,1,3,daytime,121.0,19,113.0,yes,no,yes,male,no,19,6,6,6,13.833333333333334,0,6,6,6,13.666666666666666,0,1
single,43,1,evening,120.0,37,107.0,no,no,no,male,no,47,5,5,0,0.0,0,5,5,0,0.0,0,0
divorced,39,1,daytime,120.0,37,130.0,no,no,no,male,no,55,6,8,5,11.4,0,6,9,5,12.4,0,0
single,43,1,daytime,120.0,37,120.0,yes,no,yes,male,no,39,6,8,0,0.0,0,6,8,2,11.0,0,0
married,1,1,daytime,120.0,37,120.5,yes,yes,yes,male,no,35,17,17,14,10.642857142857142,1,12,12,12,10.666666666666666,0,0
single,39,1,daytime,133.1,37,120.5,no,no,no,male,no,32,6,10,2,11.0,0,6,12,0,0.0,0,0
single,1,4,daytime,124.0,3,137.0,yes,no,yes,male,no,20,6,6,6,16.833333333333332,0,6,6,6,16.666666666666668,0,1
